id,scene,category,name,x,y,z,quest_names,quest_roles,container_id,active_self,active_in_hierarchy,juice_flavour,juice_number,object_name,hierarchy,component_type,component_path_id,source_file,notes
level6:200893,Autumn,Bolt,CollectableBolt (150),-795.554679,76.049885,526.078324,,,level6:194857,True,False,,,CollectableBolt (150),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (29)/Bolt Holder/CollectableBolt (150),CollectableBolt,200893,level6,
level6:200894,Autumn,Bolt,CollectableBolt (41),-886.697571,7.035282,-37.659172,,,,True,True,,,CollectableBolt (41),Environment/Collectables/Bolts/CollectableBolt (41),CollectableBolt,200894,level6,
level6:200895,Autumn,Bolt,CollectableBolt (28),-162.980331,20.80047,-174.517456,,,,True,True,,,CollectableBolt (28),Environment/Collectables/Bolts/CollectableBolt (28),CollectableBolt,200895,level6,
level6:200896,Autumn,Bolt,CollectableBolt (145),-570.539978,21.200001,265.709991,,,,True,True,,,CollectableBolt (145),Environment/Collectables/Bolts/CollectableBolt (145),CollectableBolt,200896,level6,
level6:200897,Autumn,Bolt,CollectableBolt (86),-890.338013,157.406998,161.701996,,,,True,True,,,CollectableBolt (86),Environment/Collectables/Bolts/CollectableBolt (86),CollectableBolt,200897,level6,
level6:200898,Autumn,Bolt,CollectableBolt (17),-210.026703,4.362955,310.785553,,,,True,True,,,CollectableBolt (17),Environment/Collectables/Bolts/CollectableBolt (17),CollectableBolt,200898,level6,
level6:200899,Autumn,Bolt,CollectableBolt (149),-133.635578,106.845985,-101.428115,,,level6:194800,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (33)/Bolt Holder/CollectableBolt (149),CollectableBolt,200899,level6,
level6:200900,Autumn,Bolt,CollectableBolt (20),-327.957001,3.228,111.723,,,,True,True,,,CollectableBolt (20),Environment/Collectables/Bolts/CollectableBolt (20),CollectableBolt,200900,level6,
level6:200901,Autumn,Bolt,CollectableBolt (149),-794.964267,76.131134,525.61519,,,level6:194857,True,False,,,CollectableBolt (149),Environment/MISC/Chests/SM_Prop_Chest_Wood_01 (29)/Bolt Holder/CollectableBolt (149),CollectableBolt,200901,level6,
level6:200902,Autumn,Bolt,CollectableBolt (107),-805.054993,34.139999,-67.218002,,,,False,False,,,CollectableBolt (107),Environment/Collectables/Bolts/CollectableBolt (107),CollectableBolt,200902,level6,
level6:200903,Autumn,Bolt,CollectableBolt (98),-116.869965,21.08,-181.639847,,,,True,True,,,CollectableBolt (98),Environment/Collectables/Bolts/CollectableBolt (98),CollectableBolt,200903,level6,
level6:200904,Autumn,Bolt,CollectableBolt (93),-191.713089,3.31,142.872314,,,,True,True,,,CollectableBolt (93),Environment/Collectables/Bolts/CollectableBolt (93),CollectableBolt,200904,level6,
level6:200905,Autumn,Bolt,CollectableBolt (143),-271.799988,1.44,-362.970001,,,,True,True,,,CollectableBolt (143),Environment/Collectables/Bolts/CollectableBolt (143),CollectableBolt,200905,level6,
level6:200911,Autumn,NPC,Jim,-747.962509,17.189617,80.2052,,,,True,True,,,CycleFrog1,Frog Folder/Moving NPCs/Bicycle/Bike Patrol Holder_Skinny/BikeMesh/CycleFrog1,NpcBase,200911,level6,
level6:200913,Autumn,NPC,Layla,-768.066662,1.738925,-368.294002,,,,True,True,,,CycleFrog4,Frog Folder/Moving NPCs/Bicycle/Bike Patrol Holder_Skinny (1)/BikeMesh/CycleFrog4,NpcBase,200913,level6,
level6:200923,Autumn,Juice,Apple Juice #1,-194.874832,5.51,69.666473,,,,True,True,Apple,1,Apple Juiice Variant,Environment/Collectables/Juice Boxes/Apple Juice 5/Apple Juiice Variant,JuiceCollectable,200923,level6,
level6:200924,Autumn,Juice,Apple Juice #5,-210.645615,5.67,185.488327,,,,True,True,Apple,5,Apple Juiice Variant (4),Environment/Collectables/Juice Boxes/Apple Juice 5/Apple Juiice Variant (4),JuiceCollectable,200924,level6,
level6:200925,Autumn,Juice,Blueberry Juice #2,-671.574463,299.320007,450.25,,,,True,True,Blueberry,2,Blueberry Juice Variant (1),Environment/Collectables/Juice Boxes/Blueberry 5/Blueberry Juice Variant (1),JuiceCollectable,200925,level6,
level6:200926,Autumn,Juice,Grapefruit Juice #1,-263.390015,37.372002,315.359985,,,,True,True,Grapefruit,1,GrapeFruit Juice Variant,Environment/Collectables/Juice Boxes/GrapeFruit 5/GrapeFruit Juice Variant,JuiceCollectable,200926,level6,
level6:200927,Autumn,Juice,Grapefruit Juice #2,-116.770226,141.780197,415.685394,,,,True,True,Grapefruit,2,GrapeFruit Juice Variant,Environment/Collectables/Juice Boxes/GrapeFruit 5/GrapeFruit Juice Variant,JuiceCollectable,200927,level6,
level6:200928,Autumn,Juice,Grapefruit Juice #3,-525.088196,103.610001,412.899353,,,,True,True,Grapefruit,3,GrapeFruit Juice Variant,Environment/Collectables/Juice Boxes/GrapeFruit 5/GrapeFruit Juice Variant,JuiceCollectable,200928,level6,
level6:200929,Autumn,Juice,Apple Juice #4,-290.684021,4.76,-110.540001,,,,True,True,Apple,4,Apple Juiice Variant (3),Environment/Collectables/Juice Boxes/Apple Juice 5/Apple Juiice Variant (3),JuiceCollectable,200929,level6,
level6:200930,Autumn,Juice,Blueberry Juice #3,-848.109009,194.505997,147.869003,,,,True,True,Blueberry,3,Blueberry Juice Variant (2),Environment/Collectables/Juice Boxes/Blueberry 5/Blueberry Juice Variant (2),JuiceCollectable,200930,level6,
level6:200931,Autumn,Juice,Lime Juice #2,-872.539978,73.042358,247.934006,,,,False,False,Lime,2,Lime Juice Variant (1),Environment/Collectables/Juice Boxes/Lime 3/Lime Juice Variant (1),JuiceCollectable,200931,level6,
level6:200932,Autumn,Juice,Apple Juice #2,-341.116516,0.85,-214.525833,,,,True,True,Apple,2,Apple Juiice Variant (1),Environment/Collectables/Juice Boxes/Apple Juice 5/Apple Juiice Variant (1),JuiceCollectable,200932,level6,
level6:200933,Autumn,Juice,Lime Juice #3,-521.520813,40.48,-38.560001,,,,False,False,Lime,3,Lime Juice Variant (2),Environment/Collectables/Juice Boxes/Lime 3/Lime Juice Variant (2),JuiceCollectable,200933,level6,
level6:200934,Autumn,Juice,Blueberry Juice #5,-450.079987,90.190002,63.580002,,,,True,True,Blueberry,5,Blueberry Juice Variant (4),Environment/Collectables/Juice Boxes/Blueberry 5/Blueberry Juice Variant (4),JuiceCollectable,200934,level6,
level6:200935,Autumn,Juice,Grapefruit Juice #4,-533.338013,18.248083,114.82428,,,,True,True,Grapefruit,4,GrapeFruit Juice Variant,Environment/Collectables/Juice Boxes/GrapeFruit 5/GrapeFruit Juice Variant,JuiceCollectable,200935,level6,
level6:200936,Autumn,Juice,Blueberry Juice #4,-884.677002,69.761002,-148.708603,,,,True,True,Blueberry,4,Blueberry Juice Variant (3),Environment/Collectables/Juice Boxes/Blueberry 5/Blueberry Juice Variant (3),JuiceCollectable,200936,level6,
level6:200937,Autumn,Juice,Lime Juice #1,-680.178467,61.080002,132.100006,,,,False,False,Lime,1,Lime Juice Variant,Environment/Collectables/Juice Boxes/Lime 3/Lime Juice Variant,JuiceCollectable,200937,level6,
level6:200938,Autumn,Juice,Grapefruit Juice #5,-625.299988,140.320007,-111.699997,,,,True,True,Grapefruit,5,GrapeFruit Juice Variant,Environment/Collectables/Juice Boxes/GrapeFruit 5/GrapeFruit Juice Variant,JuiceCollectable,200938,level6,
level6:200939,Autumn,Juice,Blueberry Juice #1,-797.840027,103.709999,517.116699,,,,True,True,Blueberry,1,Blueberry Juice Variant,Environment/Collectables/Juice Boxes/Blueberry 5/Blueberry Juice Variant,JuiceCollectable,200939,level6,
level6:200940,Autumn,Juice,Apple Juice #3,-91.169998,14.51,-111.160004,,,,True,True,Apple,3,Apple Juiice Variant (2),Environment/Collectables/Juice Boxes/Apple Juice 5/Apple Juiice Variant (2),JuiceCollectable,200940,level6,
level6:201231,Autumn,Egg,Egg,-743.708984,16.326,123.767998,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (3)/Egg,EggCrackingScript,201231,level6,
level6:201232,Autumn,Egg,Egg,-706.276978,1.447,-216.597,,,,True,False,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (12)/Egg,EggCrackingScript,201232,level6,
level6:201233,Autumn,Egg,Egg,-545.107727,17.982397,-171.826202,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (8)/Egg,EggCrackingScript,201233,level6,
level6:201234,Autumn,Egg,Egg,-814.119995,59.898998,421.367004,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (23)/Egg,EggCrackingScript,201234,level6,
level6:201235,Autumn,Egg,Egg,-246.561005,2.297,-60.313,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (19)/Egg,EggCrackingScript,201235,level6,
level6:201236,Autumn,Egg,Egg,-794.679993,16.67,64.160004,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (4)/Egg,EggCrackingScript,201236,level6,
level6:201237,Autumn,Egg,Egg,-362.194,2.634,320.765991,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (4)/Egg,EggCrackingScript,201237,level6,
level6:201238,Autumn,Egg,Egg,-696.759888,17.937,79.888458,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (10)/Egg,EggCrackingScript,201238,level6,
level6:201239,Autumn,Egg,Egg,-72.797997,4.784,124.739998,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (11)/Egg,EggCrackingScript,201239,level6,
level6:201240,Autumn,Egg,Egg,-546.812012,17.908001,-171.472,,,,True,False,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (16)/Egg,EggCrackingScript,201240,level6,
level6:201241,Autumn,Egg,Egg,-502.632599,60.147999,531.397766,,,,True,False,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (15)/Egg,EggCrackingScript,201241,level6,
level6:201242,Autumn,Egg,Egg,-684.782349,17.948,69.608452,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (9)/Egg,EggCrackingScript,201242,level6,
level6:201243,Autumn,Egg,Egg,-694.422424,17.950001,53.893509,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (1)/Egg,EggCrackingScript,201243,level6,
level6:201244,Autumn,Egg,Egg,-706.91803,1.745,-219.380005,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (6)/Egg,EggCrackingScript,201244,level6,
level6:201245,Autumn,Egg,Egg,-246.647003,4.981,-274.787994,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (17)/Egg,EggCrackingScript,201245,level6,
level6:201246,Autumn,Egg,Egg,-653.349976,-0.04,-35.810001,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (5)/Egg,EggCrackingScript,201246,level6,
level6:201247,Autumn,Egg,Egg,-377.618988,2.914,297.015991,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (5)/Egg,EggCrackingScript,201247,level6,
level6:201248,Autumn,Egg,Egg,-607.112854,177.440002,229.192535,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (21)/Egg,EggCrackingScript,201248,level6,
level6:201249,Autumn,Egg,Egg,-608.000977,177.567001,229.270996,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (22)/Egg,EggCrackingScript,201249,level6,
level6:201250,Autumn,Egg,Egg,-678.299011,17.860001,85.214996,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (7)/Egg,EggCrackingScript,201250,level6,
level6:201251,Autumn,Egg,Egg,-895.085022,0.768,123.565002,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (14)/Egg,EggCrackingScript,201251,level6,
level6:201252,Autumn,Egg,Egg,-698.208923,2.177,-240.707993,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (13)/Egg,EggCrackingScript,201252,level6,
level6:201253,Autumn,Egg,Egg,-752.179016,16.348,133.623993,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (3)/Egg,EggCrackingScript,201253,level6,
level6:201254,Autumn,Egg,Egg,-224.087006,3.681,-313.516998,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (10)/Egg,EggCrackingScript,201254,level6,
level6:201255,Autumn,Egg,Egg,-696.174011,17.933001,53.806999,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (8)/Egg,EggCrackingScript,201255,level6,
level6:201256,Autumn,Egg,Egg,-376.752014,2.897,298.024994,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (6)/Egg,EggCrackingScript,201256,level6,
level6:201257,Autumn,Egg,Egg,-225.651001,3.8,-313.414001,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (18)/Egg,EggCrackingScript,201257,level6,
level6:201258,Autumn,Egg,Egg,-246.227997,5.054,-273.290009,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (9)/Egg,EggCrackingScript,201258,level6,
level6:201259,Autumn,Egg,Egg,-745.570679,16.324654,126.874588,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (2)/Egg,EggCrackingScript,201259,level6,
level6:201260,Autumn,Egg,Egg,-221.966003,3.957,-302.248993,,,,True,True,,,Egg,Environment/MISC/Eggs/Empty Egg/Egg Holder Empty (20)/Egg,EggCrackingScript,201260,level6,
level6:201261,Autumn,Egg,Egg,-892.130005,0.72,118.910004,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (7)/Egg,EggCrackingScript,201261,level6,
level6:201262,Autumn,Egg,Egg,-501.443573,60.099449,530.787109,,,,True,False,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (8)/Egg,EggCrackingScript,201262,level6,
level6:201263,Autumn,Egg,Egg,-246.289001,2.339,-59.166,,,,True,True,,,Egg,Environment/MISC/Eggs/Egg Reward/Egg Holder (12)/Egg,EggCrackingScript,201263,level6,
level6:201743,Autumn,NPC,Astrid,-445.207001,14.57,236.251007,,,,True,True,,,LakeFrog2,Frog Folder/Water/Lake/LakeFrog2,NpcBase,201743,level6,
level6:201747,Autumn,NPC,Casey,-818.030029,2.236,-227.580002,,,,False,False,,,Kid3,Frog Folder/Kid Camp/Kid3,NpcBase,201747,level6,
level6:201748,Autumn,NPC,Jack,-839.119344,125.561897,155.291986,,,level6:202493,True,False,,,ChestFrog,Environment/MISC/Suitcase/Full/suitcase-big (1)/Container OBJ/ChestFrog,NpcBase,201748,level6,
level6:201753,Autumn,Quest giver,Thea,-457.803009,6.05,201.093002,Find Thea's Earrings!,giver,,True,True,,,LakeFrog1,Frog Folder/Quest Frogs/Done/Bolt Reward/LakeFrog1,NpcBase,201753,level6,
level6:201759,Autumn,NPC,Indie,-809.69397,11.366,-201.498001,,,,True,True,,,Kid5,Frog Folder/Kid Camp/Kid5,NpcBase,201759,level6,
level6:201762,Autumn,Quest giver,Carl,-335.592773,3.663,101.953423,Carl's Missing Bracelet!,giver,,True,True,,,SearchingFrog,Frog Folder/Quest Frogs/Done/Mush Reward/SearchingFrog,NpcBase,201762,level6,The quest description names Mt. Croob; this marker follows the game's stored quest-item location near town.
level6:201766,Autumn,NPC,Craig,-801.094971,2.961,-221.160004,,,,True,True,,,Kid2,Frog Folder/Kid Camp/Kid2,NpcBase,201766,level6,
level6:201768,Autumn,NPC,Paige,-794.322021,2.839,-219.766006,,,,True,True,,,Kid1(DialogueHolder),Frog Folder/Kid Camp/Kid1(DialogueHolder),NpcBase,201768,level6,
level6:201771,Autumn,NPC,Larry,-60.440774,0.079,-64.254578,,,,True,True,,,GolemFrog,Frog Folder/Mountains/Mt.Tree/GolemFrog,NpcBase,201771,level6,
level6:201775,Autumn,Quest giver,Leanard,-695.159973,2.12,-226.020004,Find Leanard's Bones!,giver,,True,True,,,Arceheologist,Frog Folder/Quest Frogs/Done/Gacha Reward/Arceheologist,NpcBase,201775,level6,
level6:201778,Autumn,NPC,Jamie,-265.800781,20.255002,319.393474,,,,True,True,,,ChildStrugglingOnFloor2,Frog Folder/Climbing Center/ChildStrugglingOnFloor2,NpcBase,201778,level6,
level6:201789,Autumn,NPC,Sisyphus,-373.683533,100.538002,-108.364067,,,,True,True,,,Mt.Steg4,Frog Folder/Mountains/Mt. Steg/Mt.Steg4,NpcBase,201789,level6,
level6:201792,Autumn,NPC,Ruby,-295.072774,3.119,-100.062587,,,,True,True,,,PierFrog,Frog Folder/Water/Beach Bay/PierFrog,NpcBase,201792,level6,
level6:201793,Autumn,Quest giver,Ed,-556.051025,0.318,121.637001,Repair Andrew's Balloon!,giver,,True,True,,,Airport2,Frog Folder/Quest Frogs/Done/No Reward/Airport2,NpcBase,201793,level6,
level6:201798,Autumn,NPC,Benny,-674.52002,139.75,470.429993,,,,True,True,,,Mt.ShroomFrog5,Frog Folder/Mountains/Mt. Shroom/Mt.ShroomFrog5,NpcBase,201798,level6,
level6:201799,Autumn,NPC,Lisa,-32.500722,1.791,249.62703,,,,True,True,,,BoneFrog1,Frog Folder/Huts/Demo Area/BoneFrog1,NpcBase,201799,level6,
level6:201801,Autumn,NPC,Liam,-636.960022,167.300003,444.549988,,,,True,True,,,Mt.ShroomFrog3,Frog Folder/Mountains/Mt. Shroom/Mt.ShroomFrog3,NpcBase,201801,level6,
level6:201804,Autumn,NPC,Emma,-793.853699,85.601997,500.579987,,,,True,True,,,Boulder5,Frog Folder/Plateaua/Boulderers/Boulder5,NpcBase,201804,level6,
level6:201807,Autumn,NPC,Benny,-584.277405,312.15799,484.393738,,,,True,True,,,Mt.ShroomFrog2,Frog Folder/Mountains/Mt. Shroom/Mt.ShroomFrog2,NpcBase,201807,level6,
level6:201810,Autumn,NPC,Ghost,-84.263968,30.021406,-247.030582,,,,True,True,,,Ghost,Frog Folder/Misc/Spooky Area/Ghost,NpcBase,201810,level6,
level6:201813,Autumn,NPC,Carl,-307.380005,0.22,102.809998,,,,True,True,,,TownFrog4,Frog Folder/Hollow Town/TownFrog4,NpcBase,201813,level6,
level6:201816,Autumn,NPC,Jira,-567.370972,5.058,4.24,,,,True,True,,,LeafForest2,Frog Folder/Misc/Leaf Zone/LeafForest2,NpcBase,201816,level6,
level6:201817,Autumn,Quest giver,Benson,-145.264771,44.991001,-94.358589,Deliver Bob's Beans!,giver,,True,True,,,SittingIdleFrog2,Frog Folder/Quest Frogs/Done/No Reward/SittingIdleFrog2,NpcBase,201817,level6,
level6:201821,Autumn,NPC,Jamie,-151.520768,60.055003,-247.710587,,,,True,True,,,ScaredFrog1,Frog Folder/Misc/Spooky Area/ScaredFrog1,NpcBase,201821,level6,
level6:201824,Autumn,NPC,Alex,-197.952776,111.310997,-66.110584,,,,True,True,,,SittingIdleFrog1,Frog Folder/Mountains/Mt.Tree/SittingIdleFrog1,NpcBase,201824,level6,
level6:201826,Autumn,NPC,Beany,-314.256775,2.111,-105.590578,,,,True,True,,,BeachGoer2,Frog Folder/Water/Beach Bay/BeachGoer2,NpcBase,201826,level6,
level6:201829,Autumn,NPC,Linda,-277.976776,18.471,340.129436,,,,True,True,,,ClimbingCenterFrog1(DialogueHolder),Frog Folder/Climbing Center/ClimbingCenterFrog1(DialogueHolder),NpcBase,201829,level6,
level6:201831,Autumn,Quest giver,Lucy,-340.970001,8.956173,64.163002,Lucy's Lost Bracelet!,giver,,True,True,,,KneelingFrogTown,Frog Folder/Quest Frogs/Done/Gacha Reward/KneelingFrogTown,NpcBase,201831,level6,
level6:201833,Autumn,Quest giver,Gerard,-848.909973,-0.141,-299.26001,Gerad's Lost Moustache!,giver,,True,True,,,Stache5,Frog Folder/Quest Frogs/Done/Gacha Reward/Stache5,NpcBase,201833,level6,
level6:201839,Autumn,Quest giver,Caroline,-616.565491,251.179199,202.368866,One Armed Ascent!,giver,,True,True,,,Mt.TownFrog9,Frog Folder/Quest Frogs/Done/Gacha Reward/Mt.TownFrog9,NpcBase,201839,level6,
level6:201841,Autumn,NPC,Beemer,-241.320763,1.791,-60.806583,,,,True,True,,,SittingIdleFrog3,Frog Folder/Huts/Demo Area/SittingIdleFrog3,NpcBase,201841,level6,
level6:201842,Autumn,NPC,Leaper,-778.219604,54.999176,-312.899841,,,,True,True,,,Mt.AnatolFrog1,Frog Folder/Mountains/Mt. Anatol/Mt.AnatolFrog1,NpcBase,201842,level6,
level6:201845,Autumn,NPC,Fern,-525.710022,8.69,-281.660004,,,,True,True,,,MushroomHouse1,Frog Folder/Misc/Mushroom Forest/MushroomHouse1,NpcBase,201845,level6,
level6:201848,Autumn,NPC,Cane,-850.45166,232.746994,152.715866,,,,True,True,,,Mt.TownFrog7,Frog Folder/Mountains/Mt.Town/Mt.TownFrog7,NpcBase,201848,level6,
level6:201850,Autumn,NPC,Hof,-695.01001,68.848999,345.614716,,,,True,True,,,Plateau4,Frog Folder/Plateaua/Huts/Plateau4,NpcBase,201850,level6,
level6:201856,Autumn,Quest giver,Mikey,-410.53299,5.068,-243.164993,Mickey's Missing Flashlight!,giver,,True,True,,,Pottery3,Frog Folder/Quest Frogs/Done/Bolt Reward/Pottery3,NpcBase,201856,level6,
level6:201859,Autumn,NPC,Edward,-533.159482,177.668603,166.975497,,,,True,True,,,Mt.ThunderFrog8,Frog Folder/Mountains/Mt.Thunder/Mt.ThunderFrog8,NpcBase,201859,level6,
level6:201861,Autumn,NPC,Jeanne,-170.502372,8.7446,194.888626,,,,True,True,,,HappyHutFrog(DialogueHolder),Frog Folder/Huts/HappyHutFrog(DialogueHolder),NpcBase,201861,level6,
level6:201862,Autumn,Quest giver,Pike,-561.109985,2.42,60.560001,Bike Repair!,giver,,True,True,,,LeafForest3,Frog Folder/Quest Frogs/Done/Mush Reward/LeafForest3,NpcBase,201862,level6,
level6:201866,Autumn,NPC,Jack,-69.948233,0.609786,-205.344717,,,,True,True,,,StrugglingOnFloor,Frog Folder/Huts/Demo Area/StrugglingOnFloor,NpcBase,201866,level6,
level6:201867,Autumn,Quest target,Leanard,-321.678345,1.96,-283.98999,Find the Wandering Clowns!,target,,True,True,,,Clown4,Frog Folder/Quest Frogs/Deliver Targets/Clown4,NpcBase,201867,level6,This NPC has a later quest position; coordinates shown are the initial scene placement.
level6:201870,Autumn,NPC,Cooper,-1084.041125,-20.465472,-446.524774,,,,True,False,,,TractorRace,UI/Mini Games/Tractor Racer/TractorRace,NpcBase,201870,level6,
level6:201872,Autumn,NPC,Cooper,-681.40802,27.431,123.410004,,,,True,True,,,ClimbLookOut3,Frog Folder/Misc/Lookout Tower/ClimbLookOut3,NpcBase,201872,level6,
level6:201873,Autumn,Quest giver,Alexander,-799.219971,1.975,-187.029999,Crockery Collection!,giver,,True,True,,,Kid6,Frog Folder/Quest Frogs/Done/Gacha Reward/Kid6,NpcBase,201873,level6,
level6:201876,Autumn,NPC,Jack,-880.075997,186.384903,168.547111,,,level6:202509,True,False,,,ChestFrog,Environment/MISC/Suitcase/Full/suitcase-big (15)/Container OBJ/ChestFrog,NpcBase,201876,level6,
level6:201877,Autumn,NPC,Holly,-66.928762,4.983,119.001448,,,,True,True,,,NaturisticFrog,Frog Folder/Huts/Demo Area/NaturisticFrog,NpcBase,201877,level6,
level6:201883,Autumn,NPC,Lennox,-835.867004,0.395,-218.242004,,,,True,True,,,Kid4,Frog Folder/Kid Camp/Kid4,NpcBase,201883,level6,
level6:201888,Autumn,NPC,Billy,-282.079986,31.003004,368.453436,,,,True,True,,,FrogKid1,Frog Folder/Climbing Center/FrogKid1,NpcBase,201888,level6,
level6:201890,Autumn,NPC,Lu,-686.174011,61.436001,132.033997,,,,True,True,,,ClimbLookOut2,Frog Folder/Misc/Lookout Tower/ClimbLookOut2,NpcBase,201890,level6,
level6:201941,Autumn,NPC,Vendor,-651.996277,177.223999,186.3983,,,,True,True,,,CouponSeller7,Frog Folder/CouponVendors/CouponSeller7,NpcBase,201941,level6,
level6:201944,Autumn,NPC,Vendor,-544.098022,8.991,238.423996,,,,True,True,,,CouponSeller2,Frog Folder/CouponVendors/CouponSeller2,NpcBase,201944,level6,
level6:201946,Autumn,NPC,Tony,-136.669998,20.73,72.93,,,,True,True,,,AssertiveFrog,Frog Folder/AssertiveFrog,NpcBase,201946,level6,
level6:201948,Autumn,NPC,Vendor,-305.529999,0.808,78.160004,,,,True,True,,,CouponSeller1,Frog Folder/CouponVendors/CouponSeller1,NpcBase,201948,level6,
level6:201949,Autumn,NPC,Vendor,-420.59201,4.957,-231.904007,,,,True,True,,,CouponSeller4,Frog Folder/CouponVendors/CouponSeller4,NpcBase,201949,level6,
level6:201952,Autumn,NPC,Rodger,-275.476226,18.124736,370.090228,,,,True,True,,,ClimbingMember4,Frog Folder/Climbing Center/ClimbingMember4,NpcBase,201952,level6,
level6:201953,Autumn,NPC,Vendor,-256.910004,19.389999,341.480011,,,,True,True,,,CouponSeller3,Frog Folder/CouponVendors/CouponSeller3,NpcBase,201953,level6,
level6:201956,Autumn,NPC,Dodger,-280.040771,18.590999,351.801434,,,,True,True,,,Climbing Member3,Frog Folder/Climbing Center/Climbing Member3,NpcBase,201956,level6,
level6:201958,Autumn,NPC,Lodger,-269.115173,23.3894,344.303826,,,,True,True,,,Climbing Member2,Frog Folder/Climbing Center/Climbing Member2,NpcBase,201958,level6,
level6:201959,Autumn,NPC,Vendor,-198.490005,2.8,164.600006,,,,True,True,,,CouponSeller8,Frog Folder/CouponVendors/CouponSeller8,NpcBase,201959,level6,
level6:201962,Autumn,NPC,Lorraine,-801.909973,2.026,-199.580002,,,,True,True,,,ClimbingMemberSupervisor,Frog Folder/Kid Camp/ClimbingMemberSupervisor,NpcBase,201962,level6,
level6:201964,Autumn,NPC,Vendor,-856.325989,-0.017,-329.002014,,,,True,True,,,CouponSeller5,Frog Folder/CouponVendors/CouponSeller5,NpcBase,201964,level6,
level6:201966,Autumn,NPC,Vendor,-779.109009,16.676001,41.187,,,,True,True,,,CouponSeller6,Frog Folder/CouponVendors/CouponSeller6,NpcBase,201966,level6,
level6:202159,Autumn,NPC,AssertiveFrog,-136.822674,20.115173,71.410166,,,,False,False,,,AssertiveFrog,Environment/Nature/Intro Scene/AssertiveFrog,NpcBase,202159,level6,
level6:202190,Autumn,Juice,Kiwi Juice #1,-575.278809,1.99,34.509998,,,,False,False,Kiwi,1,Kiwi Juice Variant,Environment/Collectables/Juice Boxes/Kiwi 2/Kiwi Juice Variant,JuiceCollectable,202190,level6,
level6:202191,Autumn,Juice,Kiwi Juice #2,-545.506775,1.344,295.444397,,,,False,False,Kiwi,2,Kiwi Juice Variant (1),Environment/Collectables/Juice Boxes/Kiwi 2/Kiwi Juice Variant (1),JuiceCollectable,202191,level6,
level6:202218,Autumn,NPC,SCRAM,-230.994003,23.99,-155.968994,,,,True,True,,,TravellingFrog2,UI/Mini Games/TravelingFrogController/TravellingFrog2,NpcBase,202218,level6,Travelling NPC variant 2; the game activates variants in sequence.
level6:202475,Autumn,Mushroom,CollectableMushroom_35 (1),-245.771188,8.555672,127.329817,,,,True,False,,,CollectableMushroom_35 (1),Environment/Buildings/RepairableTractor/RepairedConstructParent/CollectableMushroom_35 (1),CollectableMushroom,202475,level6,
level6:202476,Autumn,Mushroom,CollectableMushroom_35 (1),-822.119812,17.026159,25.513638,,,,True,False,,,CollectableMushroom_35 (1),Environment/Buildings/RepairableTractor (1)/RepairedConstructParent/CollectableMushroom_35 (1),CollectableMushroom,202476,level6,
